comparable, "비교할 만한"
corrosion, "부식"
personal, "개인적인"
popular, "인기 있는"
influence, "영향을 미치다"
dramatic, "극적인"
aid, "도움"
fascinating, "매혹적인"
concentrate, "집중하다"
lecture, "강의"
ideal, "이상적인"
worth, "가치가 있는"
value, "가치"
introduce, "소개하다"
attend, "참석하다"
method, "방법"
permanent, "영구적인"
recovery, "회복"
object, "물건, 반대하다"
attain, "달성하다"
convene, "소집하다"
eliminate, "제거하다"
expertise, "전문 지식"
retain, "유지하다"
hesitate, "주저하다"
schedule, "일정"
project, "프로젝트"
credit, "신용"
accrue, "증가하다"
dig, "파다"
remit, "송금하다"
favorable, "호의적인"
state, "상태"
patio, "파티오"
recreational, "여가의"
valley, "계곡"
skeptical, "회의적인"
positive, "긍정적인"
economy, "경제"
propose, "제안하다"
debut, "데뷔"
fire, "해고하다, 불"
hire, "고용하다"
attitude, "태도"
region, "지역"
dispose, "처리하다"
divide, "나누다"
proficiency, "숙련도"
managerial, "경영의"
growth, "성장"
independent, "독립적인"
apologize, "사과하다"
refer, "언급하다"
follow, "따르다"
broad, "넓은"
diversified, "다양한"
ailing, "병든"
occupancy, "점유"
hospitality, "환대"
furnished, "가구가 비치된"
enlightening, "계몽적인"
municipal, "시의"
regard, "간주하다"
routinely, "정기적으로"
overview, "개요"
qualify, "자격을 얻다"
determine, "결정하다"
overcharge, "과다 청구하다"
keep, "유지하다"
costume, "복장"
evenly, "고르게"
industry, "산업"
highlight, "강조하다"
journal, "일기, 학술지"
shore, "해안"
statue, "동상"
astronomy, "천문학"
flexible, "유연한"
circulate, "순환하다"
merit, "장점"
moderate, "적당한"
artificial, "인공적인"
analyze, "분석하다"
modernize, "현대화하다"
operation, "운영"
medical, "의학의"
block, "막다, 덩어리"
individual, "개인"
deadline, "마감일"
wrap, "포장하다"
trial, "시험, 재판"
institute, "기관"
cooperation, "협력"
resident, "거주자"
flight, "비행"
department, "부서"
separate, "분리하다"
ladder, "사다리"
passenger, "승객"
closet, "옷장"
rare, "희귀한"
masterpiece, "걸작"
broadcast, "방송하다"
retrieve, "되찾다"
replacement, "교체"
storage, "저장"
hectic, "매우 바쁜"
vessel, "배, 용기"
resign, "사임하다"
load, "짐을 싣다"
supervisor, "감독자"
sculpture, "조각"
rent, "임차하다"
garage, "차고"
resource, "자원"
flavor, "맛"
apply, "지원하다, 적용하다"
rack, "선반"
acquisition, "인수"
commercial, "상업적인"
revise, "수정하다"
outdated, "구식의"
private, "사적인"
tray, "쟁반"
entrance, "입구"
pharmacy, "약국"
appeal, "호소하다"
errand, "심부름"
knob, "손잡이"
compile, "편집하다"
composer, "작곡가"
linger, "남다"
submit, "제출하다"
abundant, "풍부한"
sneeze, "재채기하다"
lease, "임대"
dine, "식사하다"
priority, "우선순위"
nominate, "지명하다"
observe, "준수하다, 목격하다"
waste, "낭비하다"
adjacent, "인접한"
conflict, "갈등"
target, "목표"
letterhead, "편지 상단 문구"
pertinent, "적절한, 관련된"
compensation, "보상"
interview, "면접"
retire, "은퇴하다"
collective, "집단의"
annually, "매년"
found, "설립하다"
discourage, "단념시키다"
ticket, "표"
inquiry, "질문, 문의"
dominate, "지배하다"
signal, "신호"
allergic, "알레르기가 있는"
view, "견해, 전망"
spicy, "매운"
entertain, "즐겁게 하다"
manuscript, "원고"
placement, "배치"
accumulation, "축적"
hypothesis, "가설"
component, "구성 요소"
dehydrate, "탈수시키다"
fever, "열"
vaccinate, "예방 접종하다"
contagious, "전염성의"
frigid, "몹시 추운"
pollution, "오염"
neighborhood, "이웃"
exhibit, "전시하다"
turn, "돌다"
vote, "투표하다"
coastal, "해안의"
definitely, "확실히"
rest, "휴식, 나머지"
prefer, "선호하다"
directory, "주소록"
contain, "포함하다"
valuable, "귀중한"
charity, "자선"
approach, "접근하다"
lock, "잠그다"
plant, "식물, 공장"
province, "주"
decade, "10년"
appreciate, "감사하다, 진가를 인정하다"
dental, "치과의"
patronage, "후원"
venue, "장소"
book, "예약하다"
mechanic, "기계공"
fold, "접다"
achievement, "성취"
supplier, "공급자"
conductor, "지휘자"
appointment, "약속"
contribution, "기여"
certain, "특정한, 확신하는"
personally, "개인적으로"
leave, "떠나다"
attachment, "첨부"
hand, "손, 도움"
postpone, "연기하다"
regularly, "정기적으로"
addition, "추가"
flier, "전단지"
inefficient, "비효율적인"
avoid, "피하다"
stand, "서다"
entertainment, "오락"
tournament, "대회"
pack, "짐을 싸다"
reduced, "감소된"
retailer, "소매업자"
directions, "지시, 길 안내"
railing, "난간"
belong, "속하다"
traditional, "전통적인"
electricity, "전기"
injure, "부상을 입히다"
patient, "환자, 참을성 있는"
weed, "잡초"
patience, "인내심"
probably, "아마도"
water, "물"
save, "저축하다, 구하다"
position, "위치"
activate, "작동시키다"
alteration, "변경"
artifact, "인공물"
assessment, "평가"
flammable, "가연성의"
integral, "필수적인"
inaugural, "취임의"
intensive, "집집적인"
statistics, "통계"
overwhelming, "압도적인"
void, "빈 공간"
tactic, "전술"
heritage, "유산"
discard, "버리다"
disposable, "일회용의"
chronicle, "연대기"
fundraising, "모금"
pertain, "관련되다"
consideration, "고려"
distributed, "분배된"
loss, "손실"
experience, "경험"
local, "지역의"
predict, "예측하다"
regarding, "~에 관하여"
accordingly, "그에 맞춰서"
limited, "제한된"
expiration, "만료"
automated, "자동화된"
enclosed, "동봉된"
accomplished, "숙련된"
stable, "안정된"
mutually, "상호 간에"
prescription, "처방전"
cancellation, "취소"
price, "가격"
carefully, "주의 깊게"
foremost, "가장 중요한"
generously, "관대하게"
specialization, "전문화"
preparation, "준비"
transition, "변화"
productive, "생산적인"
unfavorable, "불리한"
boardroom, "이사회 회의실"
ambitious, "야심 있는"
enlarge, "확대하다"
apparent, "명백한"
briefly, "잠시"
regain, "되찾다"
duplication, "복제"
paperwork, "서류 작업"
unanimously, "만장일치로"
general, "일반적인"
usual, "보통의"
advisor, "고문"
pretty, "예쁜"
suited, "적합한"
familiarity, "친숙함"
seek, "찾다"
invite, "초대하다"
independently, "독립적으로"
diligent, "성실한"
inexperienced, "경험 없는"
leadership, "리더십"
moderately, "적당히"
customized, "맞춤형의"
preferential, "특혜의"
effectiveness, "효과"
inexpensive, "저렴한"
sharply, "급격하게"
discreetly, "신중하게"
periodic, "주기적인"
exponentially, "기하급수적으로"
outgoing, "외향적인"
welcome, "환영하다"
support, "지지하다"
informal, "비공식적인"
excellence, "뛰어남"
inspiring, "영감을 주는"
acceptable, "받아들일 만한"
amendment, "수정"
breakable, "깨지기 쉬운"
trade, "무역"
descending, "내려가는"
fluctuation, "변동"
lure, "유혹하다"
perfectly, "완벽하게"
utilities, "공공서비스"
loyalty, "충성"
individually, "개별적으로"
shortcoming, "결점"
unrivaled, "경쟁자가 없는"
accommodation, "숙박 시설"
frozen, "얼린"
stay, "머무르다"
courtyard, "안마당"
tourist, "관광객"
canceled, "취소된"
landmark, "주요 지표"
frequent, "자주"
nightly, "매일 밤의"
holder, "소지자"
resounding, "울려 퍼지는"
worldwide, "전 세계적인"
theatrical, "연극의"
proudly, "자랑스럽게"
theatergoer, "연극 관람객"
appraise, "평가하다"
discretionary, "자유 재량의"
unease, "불안"
located, "위치한"
distinctive, "독특한"
plumbing, "배관"
daily, "매일의"
coincide, "일치하다"
improvement, "개선"
anecdote, "일화"
enrollment, "등록"
avid, "열렬한"
indoor, "실내의"
critically, "비판적으로"
socialize, "사귀다"
develop, "개발하다"
culminate, "결국 ~으로 끝나다"
acclaimed, "칭송받는"
care, "주의"
ergonomic, "인체공학적인"
relaxed, "편안한"
notable, "주목할 만한"
richly, "풍부하게"
strategically, "전략적으로"
borrow, "빌리다"
appendix, "부록"
autobiography, "자서전"
inaccuracy, "부정확성"
affiliation, "소속"
capability, "능력"
casually, "격식 없이"
inspection, "검사"
mental, "정신의"
infectious, "전염성의"
conservation, "보존"
splendor, "화려함"
ancient, "고대의"
flooding, "홍수"
disappointed, "실망한"
frustrated, "좌절한"
breathtakingly, "숨이 막힐 정도로"
delighted, "아주 기뻐하는"
familiar, "익숙한"
uncomfortably, "불편하게"
impressed, "감명 깊은"
convinced, "확신하는"
afraid, "두려워하는"
bring, "가져오다"
infrequently, "드물게"
rectangular, "직사각형의"
substance, "물질"
luxury, "사치"
story, "이야기"
fear, "두려움"
element, "요소"
solid, "고체의"
adjustable, "조정 가능한"
trend, "경향"
activity, "활동"
rage, "분노"
ultimate, "최종의"
tie, "묶다"
screw, "나사"
supervise, "감독하다"
bound, "~할 수밖에 없는"
plot, "줄거리"
distinction, "차이"
miserable, "비참한"
practice, "실행"
prime, "주요한"
well-being, "복지"
obligation, "의무"
neglect, "무시하다"
omit, "생략하다"
modest, "겸손한"
affair, "일"
split, "나누다"
conceal, "숨기다"
decent, "괜찮은"
pace, "속도"
insider, "내부자"
sanction, "제재"
circuit, "회로"
combine, "결합하다"
adjust, "조정하다"
accommodate, "수용하다"
subject, "주제"
delegate, "대표자"
locate, "위치시키다"
represent, "대표하다"
claim, "주장"
indicate, "가리키다"
brief, "짧은"
commence, "시작하다"
lower, "낮추다"
admission, "입장"
browse, "훑어보다"
appetite, "식욕"
quality, "품질"
honor, "명예"
attendance, "출석"
defy, "반항하다"
condense, "요약하다"
readily, "쉽게"
diversify, "다양화하다"
purpose, "목적"
remarkable, "놀라운"
accuse, "비난하다"
coordinate, "조정하다"
breakthrough, "획기적 발견"
affiliate, "제휴하다"
aggravate, "악화시키다"
amend, "수정하다"
collateral, "담보"
compulsory, "강제적인"
prosecute, "기소하다"
promising, "유망한"
volatile, "변덕스러운"
surpass, "능가하다"
vulnerable, "취약한"
subordinate, "하위의"
incur, "(비용을) 발생시키다"
overall, "전반적인"
quota, "할당량"
oversee, "감독하다"
subsidiary, "자회사"
morale, "사기"
prolonged, "장기적인"
bid, "입찰하다"
recipient, "수령인"
mortgage, "담보 대출"
assign, "할당하다"
assert, "주장하다"
convince, "설득하다"
allowance, "수당"
entry, "입장, 참가"
specification, "명세서"
consecutive, "연속적인"
substantial, "상당한"
takeover, "기업 인수"
proprietor, "소유주"
campaign, "캠페인"
invaluable, "매우 귀중한"
conclude, "결론을 내리다"
secure, "확보하다"
fabulous, "아주 멋진"
agreement, "계약"
barely, "겨우"
objective, "목표"
evaluation, "평가"
level, "수준"
colleague, "동료"
force, "힘"
premier, "최고의"
hostile, "적대적인"
correspond, "일치하다"
fund, "자금"
overlook, "간과하다"
raise, "들어올리다, 인상하다"
apply, "지원하다"
audit, "회계 감사"
accurately, "정확하게"
bear, "참다, 견디다"
consequence, "결과"
alliance, "동맹"
deter, "단념시키다"
liable, "책임이 있는"
segment, "부분"
initiate, "시작하다"
initially, "처음에"
contestant, "경쟁자"
substantially, "상당히"
automate, "자동화하다"
pharmaceutical, "제약의"
execute, "실행하다"
instruct, "지시하다"
acquaint, "숙지시키다"
overprice, "값을 과하게 매기다"
pioneer, "개척자"
distinguished, "유명한"
clearance, "정리, 허가"
perceive, "인식하다"
unify, "통합하다"
incorporate, "포함하다"
dismiss, "해고하다"
interoffice, "사내의"
leisure, "여가"
suspect, "의심하다"
graduate, "졸업하다"
absurd, "터무니없는"
academic, "학문적인"
household, "가정"
proclaim, "선언하다"
reject, "거부하다"
relative, "상대적인"
exaggerate, "과장하다"
pose, "제기하다"
bruise, "멍"
primary, "주요한"
administration, "관리"
agency, "대행사"
witness, "목격자"
layout, "배치"
blueprint, "설계도"
qualified, "자격 있는"
recall, "기억해내다"
distributor, "유통업자"
verify, "확인하다"
restructure, "구조 조정하다"
pier, "부두"
built-in, "내장된"
dock, "부두"
court, "법정"
burglar, "도둑"
default, "채무 불이행"
evolve, "발전하다"
gourmet, "미식가"
precision, "정확성"
thesis, "논문"
ventilate, "환기하다"
additive, "첨가제"
dismay, "실망"
shrewd, "기민한"
stringent, "엄격한"
credential, "자격"
lawsuit, "소송"
plaintiff, "원고"
showcase, "전시하다"
preliminary, "예비의"
dean, "학장"
embezzle, "횡령하다"
bureau, "국, 부서"
resolution, "결심, 해결"
assent, "동의"
consciousness, "의식"
linguistics, "언어학"
liquor, "술"
in-house, "사내의"
curator, "큐레이터"
dense, "빽빽한"
plunge, "급락하다"
bribery, "뇌물 수수"
forum, "토론회"
fierce, "격렬한"
collide, "충돌하다"
hygiene, "위생"
lakeshore, "호숫가"
starve, "굶주리다"
cardholder, "카드 소지자"
getaway, "휴양지"
customary, "관례적인"
pending, "미결정된"
semiconductor, "반도체"
workforce, "노동력"
scheme, "계획"
appetizer, "전채 요리"
packaging, "포장"
stroll, "산책하다"
extravagant, "낭비하는"
lodge, "숙박하다"
drawback, "결점"
prototype, "시제품"
counterpart, "상대방"
knowledgeable, "박식한"
janitor, "관리인"
core, "핵심"
pastor, "목사"
continental, "대륙의"
tune, "곡"
feasibility, "실현 가능성"
vegetarian, "채식주의자"
coalition, "연합"
integration, "통합"
track, "추적하다"
theme, "주제"
insight, "통찰력"
housing, "주택"
nearby, "인근의"
urge, "촉구하다"
outline, "개요"
particular, "특정한"
anchor, "앵커"
competent, "유능한"
hassle, "번거로움"
promotional, "홍보의"
resolve, "해결하다"
scatter, "흩뿌리다"
downtown, "도심"
association, "협회"
retiree, "은퇴자"
identify, "확인하다"
proceeds, "수익금"
gather, "모으다"
reside, "거주하다"
light, "빛"
assured, "확신하는"
erect, "세우다"
draw, "끌다"
kit, "도구 세트"
premiere, "개봉, 초연"
dealership, "대리점"
furnace, "용광로"
craft, "공예, 만들다"
mind, "신경 쓰다"
artwork, "예술품"
remark, "발언"
offend, "기분 상하게 하다"
agitate, "선동하다"
cherish, "소중히 여기다"
curfew, "통금"
delineate, "상세히 기술하다"
dire, "심각한"
eloquent, "웅변의"
erode, "침식시키다"
espionage, "스파이 활동"
exude, "발산하다"
founder, "설립자"
odds, "확률"
inquisitive, "호기심 많은"
dissertation, "논문"
overturn, "뒤집다"
tardy, "늦은"
undue, "부당한"
vandalize, "파손하다"
vent, "배출구"
placid, "평온한"
ingenious, "독창적인"
disturb, "방해하다"
acquaintance, "지인"
provoke, "유발하다"
attest, "증명하다"
entrust, "맡기다"
reputable, "평판 좋은"
abridge, "요약하다"
roam, "배회하다"
scary, "무서운"
compost, "퇴비"
criteria, "기준"
transmission, "전송"
disapprove, "반대하다"
restructuring, "구조 조정"
repression, "억압"
treadmill, "러닝머신"
portion, "부분"
further, "추가적인"
settlement, "합의, 정착"
discretion, "재량"
prominently, "눈에 띄게"
construe, "해석하다"
meanwhile, "그동안에"
reparation, "배상"
scare, "겁주다"
daunting, "벅찬"
marginally, "아주 조금"
schooling, "학교 교육"
frequency, "빈도"
override, "기각하다"
showroom, "전시실"
broadband, "광대역"
dreadfully, "무섭게"
reassurance, "안심"
oppression, "억압"
dreadful, "무서운"
conspire, "공모하다"
deed, "행위"
entry-level, "초보자 수준의"
alumnus, "동창"
buyout, "인수"
sanctions, "제재"
skewed, "편향된"
conscription, "징병"
altercate, "언쟁하다"
usage, "사용량"
distress, "고통"
approximate, "대략적인"
financing, "자금 조달"
credibly, "신빙성 있게"
organization, "조직"
viciously, "잔인하게"
deteriorative, "악화되는"
submit, "제출하다"
strain, "긴장"
revitalize, "활력을 주다"
bonanza, "대성공"
publicize, "홍보하다"
enforcement, "집행"
assertiveness, "자기주장"
proactive, "주도적인"
advancement, "발전"
bin, "통"
chapter, "장"
undesirable, "원치 않는"
ground, "땅, 근거"
corresponding, "상응하는"
curbside, "도로변"
sanitation, "위생"
against, "~에 반대하여"
bag, "봉지, 가방"
outlying, "외곽의"
re-energize, "활력을 다시 불어넣다"
exemption, "면제"
high-profile, "세간의 이목을 끄는"
publicist, "홍보 담당자"
forgiveness, "용서"
shaft, "축"
outsource, "외주를 주다"
horseplay, "거친 장난"
encase, "둘러싸다"
amphitheater, "원형 경기장"
hiatus, "중단"
reconvene, "다시 소집하다"
perennial, "지속되는"
cheer, "환호하다"
congregate, "모이다"
stellar, "뛰어난"
phenomenal, "경이적인"
admittedly, "인정하건대"
admittance, "입장"
defection, "탈주, 탈당"
acting, "대행하는, 연기"
plainly, "명확하게"
concretely, "구체적으로"
inarticulate, "불분명한"
advantageous, "유리한"
winning, "승리한"
dresser, "수납장"
likelihood, "가능성"
eccentricity, "별남"
admirably, "감탄스럽게"
substantiate, "입증하다"
sever, "끊다"
sensible, "현명한"
economize, "절약하다"
preconditioned, "미리 조건이 정해진"
indistinctly, "불분명하게"
discussion, "논의"
procession, "행렬"
proscription, "금지"
vet, "수의사, 조사하다"
amid, "~의 가운데"
disreputable, "평판이 나쁜"
tad, "조금"
ferocity, "격렬함"
intent, "의도"
prioritize, "우선순위를 정하다"
accentuate, "강조하다"
mailer, "광고 우편"
understated, "절제된"
communal, "공동의"
encrusted, "껍데기가 덮인"
whereabouts, "행방"
notify, "통지하다"
explicitly, "명시적으로"
implausible, "믿기 어려운"
acutely, "예리하게, 강렬하게"
repudiation, "거부"
inconceivable, "상상할 수 없는"
gratifyingly, "만족스럽게"
openness, "개방성"
mature, "성숙한"
repetition, "반복"
intrusive, "방해하는"
wing, "날개"
craftsmanship, "장인 정신"
sonic, "소리의"
generalize, "일반화하다"
implicate, "연루시키다"
downplay, "경시하다"
naturally, "자연스럽게"
navigate, "항해하다, 길을 찾다"
comprehend, "이해하다"
perspective, "관점"
photography, "사진술"
mastery, "숙달"
representation, "표현, 대표"
aesthetics, "미학"
repay, "갚다"
repute, "평판"
inevitability, "불가피함"
high-rise, "고층의"
stream, "흐름"
inland, "내륙의"
entries, "참가작"
paralegal, "법률 보조원"
kiosk, "키오스크"
abundance, "풍부함"
refrigeration, "냉동, 냉장"
patented, "특허를 받은"
estimation, "추정"
scam, "사기"
lodging, "숙박"
fleet, "함대, 차량 부대"
cramped, "좁은"
approach, "접근"
rehearse, "연습하다"
heed, "주의를 기울이다"
headhunting, "헤드헌팅"
credibility, "신뢰성"
decisively, "결정적으로"
impractical, "비실용적인"
accent, "강세"
descendant, "자손"
damages, "손해 배상금"
disclaimer, "면책 조항"
tighten, "조이다"
specify, "명시하다"
on-site, "현장의"
chaperon, "보호자"
overhear, "엿듣다"
intensely, "강렬하게"
foothill, "산기슭"
irritate, "짜증나게 하다"
superconductor, "초전도체"
handling, "취급"
gala, "축제"
infraction, "위반"
afford, "~할 여유가 있다"
troublesome, "까다로운"
spot, "장소, 발견하다"
indentation, "들여쓰기"
assurance, "확신, 보장"
harnessing, "활용하기"
blimp, "비행선"
generator, "발전기"
teambuilding, "팀빌딩"
long-standing, "오래된"
entrant, "참가자"
trailer, "트레일러"
campground, "야영지"
frisbee, "프리스비"
roster, "명단"
subtotal, "소계"
accusation, "비난, 고발"
question, "질문"
noble, "고결한, 귀족의"
undertaking, "사업, 과제"
first-hand, "직접의"
formality, "격식"
securities, "증권"
suddenness, "갑작스러움"
mediator, "중재자"
oratorical, "웅변의"
outsell, "보다 많이 팔다"
geologist, "지질학자"
doctorial, "박사의"
imaginative, "상상력이 풍부한"
thoughtful, "사려 깊은"
willingness, "기꺼이 하는 마음"
reverend, "목사님"
pursuant, "~에 따라"
magistrate, "치안 판사"
materially, "실질적으로"
underhanded, "비밀스러운"
deceitful, "기만적인"
premature, "조기"
interaction, "상호작용"
flick, "홱 움직이다"
seductive, "유혹적인"
optical, "시각적인"
install, "설치하다"
proprietary, "독점적인"
bass, "저음"
dynamite, "다이너마이트"
stunning, "멋진"
deceased, "고인"
troubleshooter, "해결사"
determine, "결정하다"
reassign, "재배정하다"
verification, "확인"
COO, "최고 운영 책임자"
commend, "칭찬하다"
conciliatory, "회유적인"
non-committal, "애매한"
bearer, "소지인"
recklessness, "무모함"
diner, "간이 식당"
ambiance, "분위기"
world-renowned, "세계적으로 유명한"
ballroom, "무도회장"
regulatory, "규제의"
consolidation, "통합"
slowing, "둔화"
inclination, "경향"
ill-equipped, "준비가 부족한"
gleaming, "빛나는"
horrendous, "끔찍한"
move, "움직이다"
spin-off, "파생"
distraught, "제정신이 아닌"
exasperate, "몹시 화나게 하다"
finely, "미세하게"
grossly, "지독히"
clarity, "명확성"
clipping, "스크랩"
paper, "신문, 논문"
forthcoming, "다가오는"
imitation, "모방"
freshman, "신입생"
junior, "하급의"
ashamed, "부끄러운"
pillow, "베개"
awful, "끔찍한"
uncomfortable, "불편한"
disappoint, "실망시키다"
bud, "싹"
normally, "보통"
relax, "편히 쉬다"
dumb, "멍청한"
crush, "부수다"
denial, "부인"
refill, "리필"
outer, "외부의"
penny, "페니"
sensitive, "민감한"
length, "길이"
oven, "오븐"
close, "가까운"
exist, "존재하다"
annoy, "짜증나게 하다"
pale, "창백한"
principle, "원칙"
sell, "팔다"
popularity, "인기"
population, "인구"
disease, "질병"
farm, "농장"
flow, "흐르다"
hole, "구멍"
loyal, "충성스러운"
elect, "선출하다"
sum, "합계"
straight, "똑바른"
brake, "브레이크"
wear, "입다, 닳다"
cloud, "구름"
thigh, "허벅지"
weak, "약한"
steel, "강철"
stair, "계단"
waist, "허리"
root, "뿌리"
pain, "통증"
sound, "소리"
believe, "믿다"
defeat, "패배시키다"
confuse, "혼동하다"
job, "직업"
spray, "뿌리다"
episode, "사건, 에피소드"
wool, "양모"
data, "데이터"
cook, "요리하다"
network, "네트워크"
select, "선택하다"
bottom, "바닥"
communication, "의사소통"
scandal, "스캔들"
apartment, "아파트"
warning, "경고"
contest, "경진대회"
imagine, "상상하다"
language, "언어"
meeting, "회의"
chief, "장, 우두머리"
concept, "개념"
novel, "소설"
veil, "베일"
quit, "그만두다"
option, "선택"
equal, "동등한"
difficulty, "어려움"
insist, "주장하다"
nervous, "불안한"
glory, "영광"
pure, "순수한"
mode, "방식"
actual, "실제의"
teenage, "십대의"
parade, "퍼레이드"
lazy, "게으른"
ambulance, "구급차"
smooth, "매끄러운"
plastic, "플라스틱"
stranger, "낯선 사람"
profile, "개요"
fiction, "소설"
whistle, "휘파람"
recognize, "인정하다"
sensor, "센서"
wit, "재치"
license, "면허"
shutter, "셔터"
mud, "진흙"
fan, "팬"
funny, "웃기는"
restroom, "화장실"
invest, "투자하다"
shy, "부끄러워하는"
homemade, "집에서 만든"
selfish, "이기적인"
deaf, "청각 장애가 있는"
cement, "시멘트"
exam, "시험"
various, "다양한"
doubt, "의심"
lonely, "외로운"
liquid, "액체"
gas, "가스"
insect, "곤충"
delight, "기쁨"
serving, "인분"
interview, "인터뷰"
oxygen, "산소"
equator, "적도"
interior, "내부"
universal, "보편적인"
palm, "손바닥"
mosquito, "모기"
gravity, "중력"
arithmetic, "산수"
tissue, "조직"
radiator, "방열기"
vibration, "진동"
agriculture, "농업"
peninsula, "반도"
smash, "부수다"
internal, "내부의"
terror, "공포"
density, "밀도"
intelligence, "지능"
curiosity, "호기심"
oyster, "굴"
debt, "빚"
rectangle, "직사각형"
judgment, "판단"
confirm, "확인하다"
deadly, "치명적인"
decay, "부패하다"
stray, "길을 잃다"
cultural, "문화의"
square, "정사각형"
energetic, "에너지가 넘치는"
suspense, "긴장감"
congress, "의회"
sink, "가라앉다"
tidy, "깔끔한"
lifetime, "일생"
alarm, "경보"
personality, "성격"
friendly, "친절한"
breakdown, "고장"
wastepaper, "폐지"
illegal, "불법적인"
bark, "짖다"
remote, "멀리 떨어진"
satisfy, "만족시키다"
terrific, "훌륭한"
exhausted, "기진맥진한"
evident, "분명한"
artistic, "예술적인"
isolation, "고립"
endurance, "인내"
vicious, "사악한"
firecracker, "폭죽"
gloomy, "우울한"
batter, "반죽"
clash, "충돌"
shatter, "산산조각 내다"
herd, "무리"
carve, "조각하다"
yearn, "동경하다"
foam, "거품"
saw, "톱"
sow, "씨를 뿌리다"
sufficient, "충분한"
bald, "대머리의"
glow, "빛나다"
rot, "썩다"
collect, "모으다"
fright, "공포"
flame, "불꽃"
frank, "솔직한"
rid, "제거하다"
limb, "팔다리"
rim, "가장자리"
bloom, "꽃이 피다"
youth, "젊음"
faith, "신뢰"
sin, "죄"
imaginary, "상상의"
soak, "적시다"
criminal, "범죄자"
thumb, "엄지손가락"
shave, "면도하다"
siege, "포위"
seize, "잡다"
breathe, "숨을 쉬다"
impatient, "조급한"
lessen, "줄이다"
heir, "상속인"
hoarse, "목이 쉰"
plain, "명백한"
flour, "밀가루"
dye, "염료"
turbulence, "난기류"
tale, "이야기"
seed, "씨앗"
cell, "세포"
route, "경로"
traffic, "교통"
bury, "묻다"
male, "남성"
sole, "유일한"
serious, "진지한"
redundant, "불필요한"
idle, "한가한"
tension, "긴장"
renounce, "포기하다"
painful, "고통스러운"
long, "긴"
mean, "의미하다"
room, "방"
soil, "토양"
row, "열"
pitcher, "투수"
spark, "불꽃"
tackle, "해결하다"
utter, "말하다"
government, "정부"
tragedy, "비극"
pollute, "오염시키다"
assumption, "가정"
nationality, "국적"
liberate, "해방시키다"
diplomacy, "외교"
sociable, "사교적인"
manipulate, "조작하다"
tolerate, "참다"
captivate, "사로잡다"
prosecution, "기소"
marketplace, "시장"
distinct, "별개의"
proceedings, "진행"
capture, "포획하다"
massive, "거대한"
gain, "얻다"
grasp, "이해하다"
export, "수출하다"
barrier, "장벽"
pleasant, "즐거운"
vision, "비전"
introduction, "소개"
column, "칼럼"
classical, "고전의"
glue, "접착제"
flashlight, "전등"
nickel, "니켈"
absorb, "흡수하다"
freeway, "고속도로"
unemployed, "실업의"
handy, "유용한"
interviewee, "피면접자"
dime, "다임"
burden, "부담"
endure, "견디다"
offer, "제공하다"
upward, "위로 향한"
wallet, "지갑"
cooperate, "협력하다"
mass, "덩어리"
role, "역할"
blue-chip, "우량의"
shopper, "쇼핑객"
terrible, "끔찍한"
midday, "정오"
respectable, "존경할 만한"
harbor, "항구"
crossing, "교차로"
curious, "호기심 많은"
memorize, "암기하다"
prominence, "명성"
theory, "이론"
worthwhile, "가치 있는"
meaningful, "의미 있는"
unbelievable, "믿을 수 없는"
automaker, "자동차 제조사"
complain, "불평하다"
evidence, "증거"
nowadays, "요즘"
tight, "꽉 조이는"
briefcase, "서류가방"
billion, "10억"
postmark, "소인"
beside, "옆에"
interpersonal, "대인 관계의"
amusing, "재미있는"
amazing, "놀라운"
carpenter, "목수"
barbershop, "이발소"
newsletter, "소식지"
tradition, "전통"
bumpy, "울퉁불퉁한"
observation, "관찰"
explore, "탐구하다"
proper, "적절한"
determined, "단호한"
even, "평평한"
intelligent, "지적인"
punish, "처벌하다"
subtle, "미묘한"
former, "이전의"
tendency, "경향"
decision-maker, "의사 결정권자"
greed, "탐욕"
gradually, "점진적으로"
collaboration, "협력"
theft, "절도"
candid, "솔직한"
lottery, "복권"
latter, "후자"
resistance, "저항"
width, "너비"
voluntary, "자발적인"
counselor, "상담사"
requisition, "요청"
disgusting, "역겨운"
cultivate, "경작하다"
loaf, "덩어리"
relate, "관련시키다"
considerate, "사려 깊은"
detect, "탐지하다"
glance, "흘끗 봄"
extent, "정도"
dependent, "의존하는"
abrupt, "갑작스러운"
perfume, "향수"
explode, "폭발하다"
interpret, "해석하다"
possession, "소유"
adapt, "적응하다"
conquest, "정복"
blame, "비난하다"
iron, "철"
distinguish, "구별하다"
restless, "가만히 있지 못하는"
poison, "독"
upright, "똑바로 선"
wrist, "손목"
poverty, "가난"
amusement, "즐거움"
shorten, "줄이다"
plaster, "회반죽"
earnest, "진심 어린"
boast, "자랑하다"
scope, "범위"
conviction, "확신"
hatred, "증오"
uneasy, "불안한"
envy, "부러움"
swear, "맹세하다"
contempt, "경멸"
inspire, "영감을 주다"
scar, "흉터"
coward, "겁쟁이"
offspring, "자손"
mercy, "자비"
hug, "포옹하다"
domain, "영역"
alien, "외계인"
token, "표시"
nasty, "끔찍한"
sober, "맨정신의"
mandate, "명령"
fuss, "호들갑"
infant, "유아"
freelance, "프리랜서"
naughty, "버릇없는"
passive, "수동적인"
neighboring, "이웃의"
intolerable, "참을 수 없는"
allege, "주장하다"
momentary, "순간적인"
